order_id,order_date,customer_id,region,channel,product,category,quantity,unit_price,discount_pct,revenue,cost,profit,status,month,profit_margin
ORD00198,2024-08-27,C1231,Cork,Retail Store,Keyboard,Accessories,1,74.99,0.15,63.74,31.56,32.18,Completed,2024-08,0.5048635080012551
ORD00199,2024-06-13,C1119,Waterford,Retail Store,Keyboard,Accessories,1,74.99,0.0,74.99,39.12,35.87,Completed,2024-06,0.4783304440592079
ORD00200,2024-12-12,C1019,Cork,Marketplace,Fitness Band,Wearables,1,49.99,0.1,44.99,33.29,11.7,Completed,2024-12,0.2600577906201378
ORD00201,2024-06-18,C1207,Dublin,Retail Store,Laptop Stand,Accessories,1,28.99,0.0,28.99,19.06,9.93,Completed,2024-06,0.3425319075543291
ORD00202,2024-06-22,C1024,Galway,Marketplace,Keyboard,Accessories,1,74.99,0.1,67.49,43.37,24.12,Completed,2024-06,0.3573862794488073
ORD00203,2024-06-24,C1108,Galway,Website,Office Chair,Furniture,2,179.99,0.0,359.98,199.39,160.59,Completed,2024-06,0.4461081171176176
ORD00205,2024-06-02,C1032,Waterford,Website,Fitness Band,Wearables,2,49.99,0.05,94.98,50.34,44.64,Completed,2024-06,0.46999368288060644
ORD00206,2024-10-06,C1146,Dublin,Retail Store,Laptop Stand,Accessories,1,28.99,0.15,24.64,17.5,7.14,Completed,2024-10,0.28977272727272724
ORD00207,2024-12-02,C1015,Waterford,Retail Store,Laptop Stand,Accessories,1,28.99,0.1,26.09,16.65,9.44,Completed,2024-12,0.3618244538137217
ORD00208,2024-12-07,C1162,Limerick,Mobile App,Standing Desk,Furniture,3,299.99,0.0,899.97,481.71,418.26,Completed,2024-12,0.46474882496083203
ORD00209,2024-12-01,C1003,Galway,Mobile App,Keyboard,Accessories,3,74.99,0.1,202.47,137.96,64.51,Completed,2024-12,0.31861510347211935
ORD00210,2024-01-18,C1081,Dublin,Retail Store,Office Chair,Furniture,2,179.99,0.05,341.98,180.58,161.4,Completed,2024-01,0.47195742441078425
ORD00211,2024-09-24,C1010,Dublin,Retail Store,Standing Desk,Furniture,3,299.99,0.0,899.97,548.46,351.51,Completed,2024-09,0.39057968598953297
ORD00212,2024-10-31,C1151,Cork,Retail Store,Smart Watch,Wearables,1,149.99,0.0,149.99,98.51,51.48,Completed,2024-10,0.343222881525435
ORD00213,2024-03-18,C1160,Dublin,Retail Store,Office Chair,Furniture,1,179.99,0.1,161.99,86.7,75.29,Completed,2024-03,0.46478177665287984
ORD00214,2024-03-03,C1033,Limerick,Website,Wireless Mouse,Accessories,4,19.99,0.0,79.96,42.92,37.04,Completed,2024-03,0.46323161580790395
ORD00215,2024-07-06,C1198,Cork,Website,Standing Desk,Furniture,1,299.99,0.0,299.99,215.97,84.02,Completed,2024-07,0.28007600253341774
ORD00216,2024-05-10,C1233,Dublin,Website,Office Chair,Furniture,2,179.99,0.1,323.98,211.91,112.07,Completed,2024-05,0.34591641459349337
ORD00218,2024-10-21,C1186,Limerick,Retail Store,Fitness Band,Wearables,2,49.99,0.05,94.98,54.67,40.31,Completed,2024-10,0.42440513792377343
ORD00219,2024-11-26,C1041,Limerick,Retail Store,Keyboard,Accessories,4,74.99,0.0,299.96,172.31,127.65,Completed,2024-11,0.42555674089878653
ORD00220,2024-05-23,C1015,Waterford,Marketplace,Fitness Band,Wearables,3,49.99,0.15,127.47,72.25,55.22,Completed,2024-05,0.4331999686200675
ORD00221,2024-10-26,C1109,Cork,Retail Store,Laptop Stand,Accessories,3,28.99,0.15,73.92,51.48,22.44,Completed,2024-10,0.3035714285714286
ORD00222,2024-05-25,C1176,Dublin,Marketplace,Smart Watch,Wearables,2,149.99,0.0,299.98,206.97,93.01,Completed,2024-05,0.31005400360024
ORD00223,2024-03-13,C1207,Waterford,Mobile App,Smart Watch,Wearables,1,149.99,0.0,149.99,83.25,66.74,Completed,2024-03,0.4449629975331688
ORD00224,2024-02-13,C1138,Waterford,Retail Store,Office Chair,Furniture,2,179.99,0.1,323.98,184.73,139.25,Completed,2024-02,0.4298104821285264
ORD00225,2024-01-30,C1173,Limerick,Retail Store,USB-C Hub,Accessories,2,39.99,0.0,79.98,44.83,35.15,Completed,2024-01,0.4394848712178044
ORD00226,2024-08-23,C1138,Dublin,Marketplace,Headphones,Audio,2,129.99,0.0,259.98,178.3,81.68,Completed,2024-08,0.314178013693361
ORD00227,2024-09-24,C1082,Limerick,Mobile App,USB-C Hub,Accessories,1,39.99,0.15,33.99,24.24,9.75,Completed,2024-09,0.2868490732568402
ORD00228,2024-10-15,C1091,Limerick,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,21.82,16.17,Completed,2024-10,0.42563832587523037
ORD00229,2024-08-25,C1201,Dublin,Mobile App,Fitness Band,Wearables,1,49.99,0.0,49.99,28.83,21.16,Completed,2024-08,0.4232846569313863
ORD00230,2024-02-18,C1008,Cork,Retail Store,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.72,8.92,Completed,2024-02,0.362012987012987
ORD00231,2024-08-16,C1196,Waterford,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,22.44,15.55,Completed,2024-08,0.4093182416425375
ORD00232,2024-01-15,C1013,Dublin,Marketplace,Laptop Stand,Accessories,1,28.99,0.0,28.99,16.77,12.22,Completed,2024-01,0.4215246636771301
ORD00233,2024-11-23,C1101,Dublin,Website,Fitness Band,Wearables,1,49.99,0.0,49.99,35.21,14.78,Completed,2024-11,0.2956591318263653
ORD00234,2024-12-08,C1129,Limerick,Mobile App,Standing Desk,Furniture,1,299.99,0.0,299.99,218.59,81.4,Completed,2024-12,0.2713423780792693
ORD00236,2024-01-25,C1066,Waterford,Retail Store,Laptop Stand,Accessories,3,28.99,0.0,86.97,60.68,26.29,Completed,2024-01,0.30228814533747267
ORD00237,2024-12-12,C1191,Galway,Retail Store,Keyboard,Accessories,1,74.99,0.0,74.99,54.31,20.68,Completed,2024-12,0.2757701026803574
ORD00238,2024-03-04,C1095,Limerick,Retail Store,Wireless Mouse,Accessories,1,19.99,0.05,18.99,10.38,8.61,Completed,2024-03,0.45339652448657186
ORD00241,2024-06-22,C1082,Cork,Retail Store,Smart Watch,Wearables,3,149.99,0.0,449.97,268.91,181.06,Completed,2024-06,0.40238238104762536
ORD00242,2024-04-02,C1182,Limerick,Mobile App,Speaker,Audio,1,54.99,0.0,54.99,36.92,18.07,Completed,2024-04,0.32860520094562645
ORD00243,2024-01-14,C1069,Waterford,Marketplace,Keyboard,Accessories,1,74.99,0.1,67.49,36.73,30.76,Completed,2024-01,0.45577122536672104
ORD00244,2024-09-04,C1029,Cork,Website,Keyboard,Accessories,1,74.99,0.0,74.99,42.2,32.79,Completed,2024-09,0.43725830110681424
ORD00246,2024-07-31,C1229,Cork,Website,USB-C Hub,Accessories,3,39.99,0.0,119.97,69.76,50.21,Completed,2024-07,0.4185212969909144
ORD00247,2024-09-16,C1087,Waterford,Mobile App,Headphones,Audio,1,129.99,0.0,129.99,77.34,52.65,Completed,2024-09,0.40503115624278785
ORD00248,2024-07-28,C1055,Galway,Mobile App,Office Chair,Furniture,1,179.99,0.05,170.99,101.43,69.56,Completed,2024-07,0.40680741563834144
ORD00250,2024-11-09,C1171,Cork,Marketplace,Fitness Band,Wearables,2,49.99,0.0,99.98,53.35,46.63,Completed,2024-11,0.46639327865573116
ORD00251,2024-01-29,C1132,Galway,Marketplace,Wireless Mouse,Accessories,2,19.99,0.15,33.98,19.92,14.06,Completed,2024-01,0.4137728075338435
ORD00252,2024-09-01,C1034,Galway,Mobile App,Fitness Band,Wearables,1,49.99,0.1,44.99,32.24,12.75,Completed,2024-09,0.2833963102911758
ORD00254,2024-06-13,C1199,Limerick,Website,Wireless Mouse,Accessories,1,19.99,0.0,19.99,13.84,6.15,Completed,2024-06,0.3076538269134568
ORD00255,2024-01-14,C1135,Waterford,Mobile App,Wireless Mouse,Accessories,4,19.99,0.1,71.96,42.89,29.07,Completed,2024-01,0.40397443023902174
ORD00256,2024-06-08,C1064,Waterford,Website,Wireless Mouse,Accessories,1,19.99,0.0,19.99,10.47,9.52,Completed,2024-06,0.4762381190595298
ORD00257,2024-08-25,C1133,Cork,Retail Store,USB-C Hub,Accessories,1,39.99,0.15,33.99,21.94,12.05,Completed,2024-08,0.3545160341276846
ORD00258,2024-08-26,C1126,Waterford,Marketplace,Wireless Mouse,Accessories,2,19.99,0.0,39.98,22.03,17.95,Completed,2024-08,0.4489744872436218
ORD00259,2024-04-26,C1220,Cork,Mobile App,Wireless Mouse,Accessories,1,19.99,0.0,19.99,12.41,7.58,Completed,2024-04,0.3791895947973987
ORD00260,2024-01-10,C1240,Limerick,Retail Store,Fitness Band,Wearables,2,49.99,0.0,99.98,72.64,27.34,Completed,2024-01,0.27345469093818764
ORD00261,2024-01-27,C1198,Galway,Marketplace,Standing Desk,Furniture,1,299.99,0.1,269.99,197.72,72.27,Completed,2024-01,0.26767658061409677
ORD00262,2024-06-13,C1208,Limerick,Website,Speaker,Audio,2,54.99,0.15,93.48,64.42,29.06,Completed,2024-06,0.31086863500213946
ORD00263,2024-08-04,C1169,Dublin,Marketplace,Keyboard,Accessories,4,74.99,0.05,284.96,155.25,129.71,Completed,2024-08,0.4551866928691747
ORD00264,2024-12-08,C1005,Cork,Mobile App,Keyboard,Accessories,1,74.99,0.1,67.49,35.92,31.57,Completed,2024-12,0.46777300340791234
ORD00266,2024-01-19,C1159,Dublin,Marketplace,Standing Desk,Furniture,1,299.99,0.15,254.99,175.85,79.14,Completed,2024-01,0.3103651123573473
ORD00267,2024-06-05,C1088,Cork,Website,Laptop Stand,Accessories,1,28.99,0.0,28.99,16.08,12.91,Completed,2024-06,0.44532597447395655
ORD00268,2024-09-30,C1238,Cork,Retail Store,Office Chair,Furniture,3,179.99,0.0,539.97,324.67,215.3,Completed,2024-09,0.3987258551401004
ORD00269,2024-05-20,C1062,Dublin,Marketplace,Keyboard,Accessories,3,74.99,0.1,202.47,127.58,74.89,Completed,2024-05,0.36988195782091177
ORD00271,2024-01-16,C1062,Galway,Mobile App,Headphones,Audio,2,129.99,0.1,233.98,162.12,71.86,Completed,2024-01,0.30712026668946063
ORD00272,2024-06-29,C1041,Cork,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,89.21,63.78,Completed,2024-06,0.41688999280998756
ORD00273,2024-01-12,C1040,Waterford,Website,Fitness Band,Wearables,1,49.99,0.0,49.99,27.84,22.15,Completed,2024-01,0.4430886177235447
ORD00275,2024-04-13,C1157,Waterford,Marketplace,Keyboard,Accessories,1,74.99,0.05,71.24,36.79,34.45,Completed,2024-04,0.48357664233576647
ORD00276,2024-11-18,C1181,Cork,Retail Store,Office Chair,Furniture,1,179.99,0.1,161.99,89.07,72.92,Completed,2024-11,0.4501512439039447
ORD00277,2024-09-11,C1101,Waterford,Mobile App,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.58,9.06,Completed,2024-09,0.3676948051948052
ORD00278,2024-08-19,C1177,Limerick,Marketplace,Headphones,Audio,3,129.99,0.15,331.47,168.67,162.8,Completed,2024-08,0.49114550336380364
ORD00279,2024-07-15,C1165,Galway,Website,Headphones,Audio,1,129.99,0.15,110.49,68.99,41.5,Completed,2024-07,0.3755996017739162
ORD00280,2024-06-04,C1205,Cork,Retail Store,Fitness Band,Wearables,1,49.99,0.05,47.49,25.07,22.42,Completed,2024-06,0.4720993893451253
ORD00281,2024-11-07,C1214,Cork,Marketplace,Standing Desk,Furniture,1,299.99,0.05,284.99,160.79,124.2,Completed,2024-11,0.43580476507947646
ORD00283,2024-09-21,C1186,Limerick,Retail Store,Headphones,Audio,1,129.99,0.1,116.99,71.89,45.1,Completed,2024-09,0.3855030344473887
ORD00284,2024-01-06,C1173,Dublin,Mobile App,Laptop Stand,Accessories,2,28.99,0.05,55.08,32.93,22.15,Completed,2024-01,0.4021423384168482
ORD00285,2024-03-19,C1225,Cork,Retail Store,Speaker,Audio,1,54.99,0.15,46.74,33.72,13.02,Completed,2024-03,0.27856225930680356
ORD00286,2024-09-28,C1191,Dublin,Mobile App,Fitness Band,Wearables,2,49.99,0.15,84.98,48.38,36.6,Completed,2024-09,0.43068957401741587
ORD00287,2024-02-26,C1167,Galway,Marketplace,Speaker,Audio,4,54.99,0.05,208.96,128.15,80.81,Completed,2024-02,0.38672473200612556
ORD00288,2024-09-25,C1074,Waterford,Mobile App,Office Chair,Furniture,3,179.99,0.1,485.97,313.01,172.96,Completed,2024-09,0.3559067432146017
ORD00289,2024-11-04,C1027,Galway,Website,USB-C Hub,Accessories,1,39.99,0.0,39.99,25.75,14.24,Completed,2024-11,0.3560890222555639
ORD00290,2024-10-10,C1001,Galway,Retail Store,Laptop Stand,Accessories,2,28.99,0.05,55.08,36.62,18.46,Completed,2024-10,0.33514887436456064
ORD00291,2024-09-11,C1196,Waterford,Marketplace,Standing Desk,Furniture,1,299.99,0.0,299.99,159.33,140.66,Completed,2024-09,0.46888229607653586
ORD00292,2024-07-29,C1154,Dublin,Mobile App,Office Chair,Furniture,1,179.99,0.0,179.99,113.28,66.71,Completed,2024-07,0.3706317017612089
ORD00293,2024-09-24,C1125,Limerick,Retail Store,Office Chair,Furniture,1,179.99,0.0,179.99,89.96,90.03,Completed,2024-09,0.5001944552475137
ORD00294,2024-05-01,C1090,Galway,Mobile App,Laptop Stand,Accessories,2,28.99,0.15,49.28,27.79,21.49,Completed,2024-05,0.4360795454545454
ORD00295,2024-04-08,C1115,Waterford,Retail Store,Wireless Mouse,Accessories,3,19.99,0.15,50.97,25.3,25.67,Completed,2024-04,0.5036295860309987
ORD00296,2024-01-23,C1112,Dublin,Mobile App,USB-C Hub,Accessories,3,39.99,0.15,101.97,69.2,32.77,Completed,2024-01,0.3213690301068942
ORD00297,2024-06-10,C1001,Limerick,Marketplace,Laptop Stand,Accessories,1,28.99,0.15,24.64,17.3,7.34,Completed,2024-06,0.29788961038961037
ORD00298,2024-02-04,C1062,Limerick,Mobile App,Headphones,Audio,4,129.99,0.1,467.96,343.8,124.16,Completed,2024-02,0.265321822377981
ORD00299,2024-05-04,C1022,Cork,Mobile App,Smart Watch,Wearables,3,149.99,0.1,404.97,196.75,208.22,Completed,2024-05,0.5141615428303331
ORD00300,2024-07-04,C1029,Galway,Retail Store,Keyboard,Accessories,1,74.99,0.05,71.24,41.53,29.71,Completed,2024-07,0.4170409882088715
ORD00301,2024-06-28,C1141,Cork,Retail Store,Wireless Mouse,Accessories,4,19.99,0.1,71.96,49.99,21.97,Completed,2024-06,0.30530850472484716
ORD00302,2024-12-06,C1006,Galway,Mobile App,Headphones,Audio,1,129.99,0.1,116.99,57.22,59.77,Completed,2024-12,0.5108983673818276
ORD00303,2024-03-06,C1142,Limerick,Retail Store,Keyboard,Accessories,1,74.99,0.05,71.24,44.29,26.95,Completed,2024-03,0.37829870859067943
ORD00304,2024-07-26,C1096,Waterford,Mobile App,USB-C Hub,Accessories,1,39.99,0.05,37.99,20.37,17.62,Completed,2024-07,0.46380626480652803
ORD00305,2024-12-11,C1033,Galway,Retail Store,Fitness Band,Wearables,1,49.99,0.0,49.99,35.15,14.84,Completed,2024-12,0.29685937187437483
ORD00306,2024-04-18,C1032,Dublin,Website,Speaker,Audio,1,54.99,0.1,49.49,31.58,17.91,Completed,2024-04,0.3618912911699333
ORD00307,2024-10-17,C1037,Galway,Website,Headphones,Audio,2,129.99,0.1,233.98,114.06,119.92,Completed,2024-10,0.5125224378151979
ORD00308,2024-12-05,C1228,Dublin,Website,Wireless Mouse,Accessories,2,19.99,0.0,39.98,22.53,17.45,Completed,2024-12,0.43646823411705854
ORD00309,2024-06-08,C1022,Cork,Marketplace,Speaker,Audio,2,54.99,0.05,104.48,55.39,49.09,Completed,2024-06,0.4698506891271057
ORD00310,2024-08-25,C1198,Cork,Marketplace,Smart Watch,Wearables,1,149.99,0.1,134.99,94.43,40.56,Completed,2024-08,0.30046670123712865
ORD00312,2024-02-28,C1069,Waterford,Mobile App,Smart Watch,Wearables,1,149.99,0.0,149.99,79.08,70.91,Completed,2024-02,0.47276485099006593
ORD00313,2024-04-11,C1193,Galway,Mobile App,Laptop Stand,Accessories,1,28.99,0.15,24.64,12.87,11.77,Completed,2024-04,0.4776785714285714
ORD00316,2024-06-25,C1191,Dublin,Retail Store,Wireless Mouse,Accessories,1,19.99,0.05,18.99,10.15,8.84,Completed,2024-06,0.4655081621906267
ORD00318,2024-12-18,C1212,Limerick,Website,Smart Watch,Wearables,1,149.99,0.05,142.49,94.02,48.47,Completed,2024-12,0.3401642220506702
ORD00320,2024-11-22,C1060,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,79.95,73.04,Completed,2024-11,0.4774168246290607
ORD00321,2024-04-13,C1162,Galway,Mobile App,Laptop Stand,Accessories,1,28.99,0.05,27.54,16.17,11.37,Completed,2024-04,0.4128540305010893
ORD00323,2024-03-13,C1150,Waterford,Mobile App,Speaker,Audio,2,54.99,0.0,109.98,78.09,31.89,Completed,2024-03,0.289961811238407
ORD00324,2024-03-20,C1153,Limerick,Retail Store,Wireless Mouse,Accessories,1,19.99,0.0,19.99,13.11,6.88,Completed,2024-03,0.3441720860430215
ORD00325,2024-04-15,C1011,Dublin,Marketplace,Wireless Mouse,Accessories,2,19.99,0.0,39.98,22.94,17.04,Completed,2024-04,0.42621310655327665
ORD00326,2024-03-23,C1083,Limerick,Retail Store,Wireless Mouse,Accessories,2,19.99,0.1,35.98,26.28,9.7,Completed,2024-03,0.2695942190105614
ORD00327,2024-08-27,C1250,Limerick,Website,Headphones,Audio,1,129.99,0.0,129.99,63.94,66.05,Completed,2024-08,0.5081160089237633
ORD00328,2024-11-26,C1125,Limerick,Retail Store,Speaker,Audio,4,54.99,0.15,186.97,102.6,84.37,Completed,2024-11,0.4512488634540301
ORD00329,2024-11-25,C1073,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.05,170.99,122.96,48.03,Completed,2024-11,0.2808936195099129
ORD00330,2024-07-21,C1214,Cork,Marketplace,Wireless Mouse,Accessories,1,19.99,0.0,19.99,9.73,10.26,Completed,2024-07,0.5132566283141571
ORD00331,2024-06-07,C1190,Waterford,Marketplace,Office Chair,Furniture,3,179.99,0.0,539.97,273.53,266.44,Completed,2024-06,0.4934348204529881
ORD00332,2024-07-08,C1214,Galway,Mobile App,Speaker,Audio,1,54.99,0.05,52.24,26.93,25.31,Completed,2024-07,0.4844946401225114
ORD00333,2024-04-20,C1126,Limerick,Retail Store,Wireless Mouse,Accessories,2,19.99,0.1,35.98,25.74,10.24,Completed,2024-04,0.2846025569760979
ORD00334,2024-04-26,C1041,Cork,Retail Store,Headphones,Audio,2,129.99,0.0,259.98,134.38,125.6,Completed,2024-04,0.48311408569889985
ORD00335,2024-09-02,C1048,Cork,Marketplace,Smart Watch,Wearables,1,149.99,0.0,149.99,105.17,44.82,Completed,2024-09,0.29881992132808854
ORD00337,2024-03-25,C1096,Galway,Website,Wireless Mouse,Accessories,1,19.99,0.0,19.99,14.29,5.7,Completed,2024-03,0.28514257128564285
ORD00338,2024-02-13,C1138,Galway,Retail Store,Standing Desk,Furniture,2,299.99,0.15,509.98,270.7,239.28,Completed,2024-02,0.46919487038707397
ORD00339,2024-11-07,C1158,Dublin,Website,Office Chair,Furniture,3,179.99,0.0,539.97,395.98,143.99,Completed,2024-11,0.2666629627571902
ORD00340,2024-08-03,C1243,Galway,Retail Store,Speaker,Audio,2,54.99,0.05,104.48,65.5,38.98,Completed,2024-08,0.3730857580398162
ORD00341,2024-11-20,C1007,Cork,Mobile App,Keyboard,Accessories,1,74.99,0.05,71.24,44.02,27.22,Completed,2024-11,0.38208871420550256
ORD00342,2024-07-09,C1142,Waterford,Retail Store,Fitness Band,Wearables,2,49.99,0.0,99.98,65.16,34.82,Completed,2024-07,0.3482696539307861
ORD00343,2024-04-26,C1046,Cork,Website,USB-C Hub,Accessories,2,39.99,0.1,71.98,39.44,32.54,Completed,2024-04,0.45207001944984715
ORD00344,2024-05-08,C1181,Limerick,Mobile App,Headphones,Audio,2,129.99,0.0,259.98,160.67,99.31,Completed,2024-05,0.3819909223786445
ORD00345,2024-10-28,C1145,Dublin,Retail Store,USB-C Hub,Accessories,1,39.99,0.0,39.99,26.84,13.15,Completed,2024-10,0.328832208052013
ORD00346,2024-02-28,C1160,Waterford,Website,Fitness Band,Wearables,1,49.99,0.15,42.49,26.48,16.01,Completed,2024-02,0.3767945398917393
ORD00347,2024-02-17,C1035,Galway,Website,Smart Watch,Wearables,1,149.99,0.0,149.99,93.95,56.04,Completed,2024-02,0.3736249083272218
ORD00348,2024-04-19,C1117,Galway,Website,Laptop Stand,Accessories,1,28.99,0.0,28.99,19.21,9.78,Completed,2024-04,0.337357709555019
ORD00349,2024-04-13,C1144,Dublin,Marketplace,Smart Watch,Wearables,3,149.99,0.0,449.97,288.66,161.31,Completed,2024-04,0.3584905660377358
ORD00350,2024-03-03,C1061,Galway,Marketplace,Speaker,Audio,2,54.99,0.0,109.98,76.4,33.58,Completed,2024-03,0.3053282414984542
ORD00351,2024-10-08,C1083,Waterford,Website,Laptop Stand,Accessories,2,28.99,0.05,55.08,27.87,27.21,Completed,2024-10,0.49400871459694995
ORD00352,2024-01-11,C1214,Waterford,Retail Store,USB-C Hub,Accessories,1,39.99,0.0,39.99,26.41,13.58,Completed,2024-01,0.339584896224056
ORD00353,2024-04-04,C1038,Waterford,Marketplace,Laptop Stand,Accessories,1,28.99,0.0,28.99,19.95,9.04,Completed,2024-04,0.3118316660917558
ORD00354,2024-10-02,C1176,Galway,Retail Store,Smart Watch,Wearables,3,149.99,0.15,382.47,270.64,111.83,Completed,2024-10,0.2923889455382121
ORD00355,2024-01-17,C1204,Dublin,Website,Speaker,Audio,4,54.99,0.1,197.96,120.85,77.11,Completed,2024-01,0.38952313598706806
ORD00356,2024-12-20,C1216,Limerick,Retail Store,Standing Desk,Furniture,1,299.99,0.1,269.99,197.51,72.48,Completed,2024-12,0.2684543871995259
ORD00357,2024-04-20,C1079,Cork,Website,Standing Desk,Furniture,1,299.99,0.05,284.99,161.19,123.8,Completed,2024-04,0.4344012070598968
ORD00358,2024-07-17,C1239,Galway,Marketplace,Speaker,Audio,2,54.99,0.05,104.48,65.83,38.65,Completed,2024-07,0.36992725880551297
ORD00359,2024-08-23,C1224,Waterford,Website,Standing Desk,Furniture,1,299.99,0.0,299.99,145.6,154.39,Completed,2024-08,0.5146504883496116
ORD00361,2024-08-06,C1162,Waterford,Website,Laptop Stand,Accessories,3,28.99,0.0,86.97,61.47,25.5,Completed,2024-08,0.2932045532942394
ORD00363,2024-05-05,C1089,Waterford,Retail Store,Speaker,Audio,2,54.99,0.15,93.48,65.61,27.87,Completed,2024-05,0.29813863928112966
ORD00364,2024-05-04,C1207,Cork,Marketplace,Speaker,Audio,2,54.99,0.1,98.98,60.47,38.51,Completed,2024-05,0.3890684986866033
ORD00365,2024-07-21,C1145,Galway,Mobile App,USB-C Hub,Accessories,1,39.99,0.1,35.99,21.06,14.93,Completed,2024-07,0.41483745484856904
ORD00369,2024-05-01,C1180,Dublin,Mobile App,Office Chair,Furniture,1,179.99,0.0,179.99,115.71,64.28,Completed,2024-05,0.35713095171953996
ORD00370,2024-09-13,C1165,Dublin,Mobile App,Fitness Band,Wearables,1,49.99,0.15,42.49,23.52,18.97,Completed,2024-09,0.4464579901153212
ORD00371,2024-02-07,C1207,Waterford,Marketplace,Laptop Stand,Accessories,4,28.99,0.15,98.57,48.56,50.01,Completed,2024-02,0.5073551790605662
ORD00372,2024-01-08,C1163,Galway,Website,Laptop Stand,Accessories,1,28.99,0.15,24.64,15.94,8.7,Completed,2024-01,0.35308441558441556
ORD00373,2024-07-26,C1156,Galway,Mobile App,Speaker,Audio,3,54.99,0.0,164.97,107.02,57.95,Completed,2024-07,0.3512759895738619
ORD00374,2024-06-20,C1198,Limerick,Retail Store,Smart Watch,Wearables,2,149.99,0.0,299.98,192.84,107.14,Completed,2024-06,0.3571571438095873
ORD00375,2024-10-15,C1167,Galway,Website,Fitness Band,Wearables,3,49.99,0.0,149.97,108.06,41.91,Completed,2024-10,0.2794558911782356
ORD00376,2024-03-14,C1135,Dublin,Marketplace,Speaker,Audio,1,54.99,0.0,54.99,28.63,26.36,Completed,2024-03,0.4793598836152027
ORD00377,2024-03-19,C1168,Waterford,Marketplace,Smart Watch,Wearables,1,149.99,0.15,127.49,89.9,37.59,Completed,2024-03,0.2948466546395796
ORD00378,2024-11-27,C1079,Waterford,Retail Store,Standing Desk,Furniture,1,299.99,0.1,269.99,183.18,86.81,Completed,2024-11,0.3215304270528538
ORD00379,2024-01-05,C1142,Limerick,Website,Speaker,Audio,1,54.99,0.05,52.24,26.87,25.37,Completed,2024-01,0.48564318529862177
ORD00380,2024-02-16,C1239,Dublin,Mobile App,Speaker,Audio,1,54.99,0.0,54.99,32.13,22.86,Completed,2024-02,0.4157119476268412
ORD00381,2024-05-12,C1240,Waterford,Marketplace,Office Chair,Furniture,1,179.99,0.15,152.99,104.36,48.63,Completed,2024-05,0.31786391267403097
ORD00383,2024-07-18,C1117,Cork,Marketplace,Fitness Band,Wearables,1,49.99,0.05,47.49,33.92,13.57,Completed,2024-07,0.2857443672352074
ORD00384,2024-11-26,C1233,Limerick,Marketplace,Laptop Stand,Accessories,1,28.99,0.0,28.99,14.41,14.58,Completed,2024-11,0.5029320455329425
ORD00385,2024-11-17,C1220,Cork,Website,Standing Desk,Furniture,1,299.99,0.1,269.99,195.93,74.06,Completed,2024-11,0.27430645579465907
ORD00386,2024-04-14,C1083,Limerick,Marketplace,Headphones,Audio,2,129.99,0.0,259.98,140.43,119.55,Completed,2024-04,0.45984306485114235
ORD00387,2024-09-01,C1220,Galway,Mobile App,Fitness Band,Wearables,1,49.99,0.15,42.49,29.13,13.36,Completed,2024-09,0.3144269239821134
ORD00388,2024-05-07,C1041,Galway,Retail Store,Headphones,Audio,1,129.99,0.0,129.99,78.81,51.18,Completed,2024-05,0.3937225940456958
ORD00389,2024-07-03,C1011,Limerick,Mobile App,Laptop Stand,Accessories,3,28.99,0.0,86.97,61.0,25.97,Completed,2024-07,0.2986087156490744
ORD00391,2024-03-27,C1118,Limerick,Website,Keyboard,Accessories,1,74.99,0.05,71.24,36.0,35.24,Completed,2024-03,0.49466591802358234
ORD00392,2024-04-13,C1202,Dublin,Website,Smart Watch,Wearables,3,149.99,0.0,449.97,284.46,165.51,Completed,2024-04,0.36782452163477564
ORD00393,2024-01-11,C1012,Galway,Website,Standing Desk,Furniture,1,299.99,0.1,269.99,178.62,91.37,Completed,2024-01,0.33841994147931403
ORD00394,2024-01-02,C1045,Cork,Mobile App,Wireless Mouse,Accessories,4,19.99,0.0,79.96,49.3,30.66,Completed,2024-01,0.38344172086043027
ORD00397,2024-07-04,C1068,Dublin,Marketplace,USB-C Hub,Accessories,1,39.99,0.1,35.99,24.66,11.33,Completed,2024-07,0.3148096693525979
ORD00398,2024-07-29,C1223,Galway,Retail Store,Fitness Band,Wearables,1,49.99,0.15,42.49,24.05,18.44,Completed,2024-07,0.4339844669333961
ORD00401,2024-01-18,C1232,Dublin,Retail Store,USB-C Hub,Accessories,2,39.99,0.0,79.98,55.92,24.06,Completed,2024-01,0.3008252063015754
ORD00402,2024-06-10,C1116,Waterford,Website,Speaker,Audio,2,54.99,0.1,98.98,61.64,37.34,Completed,2024-06,0.37724792887452013
ORD00403,2024-07-13,C1060,Limerick,Marketplace,Fitness Band,Wearables,1,49.99,0.15,42.49,26.43,16.06,Completed,2024-07,0.37797128736173213
ORD00404,2024-12-12,C1211,Galway,Website,Smart Watch,Wearables,4,149.99,0.05,569.96,364.39,205.57,Completed,2024-12,0.3606744332935644
